profile,gender,age,favorites_anime
x0x0,Female,33,"['427', '1689', '104', '123', '180']"
Nateal,Male,23,"['9253', '9756', '14741']"
AegisReborn,Male,32,"['2924', '1535', '2001', '1530', '9253']"
Deadlynathan,Male,27,"['14131', '2025', '5114', '14813', '4654', '13667']"
gino_san,Male,27,"['2904', '11061', '4181', '5680', '31933', '3782', '35839', '14741', '3297', '2251']"
kagome94,Female,26,"['7054', '12967', '12149', '9989', '4181']"
NightNLght,Male,39,"['2167', '2002', '667', '153', '237']"
Eyal_Oged,Male,19,['31043']
xGrenadier,Male,26,"['30', '570', '26', '1589', '329', '1', '2402', '5365', '2216', '45']"
Super_Recoder,Male,22,['23273']
Kuhlmier_K,Female,25,"['387', '820', '3784', '6594', '58']"
Gluzin,Male,23,"['1', '30', '477']"
Orsonius,Female,31,"['5081', '21855', '15689', '17074', '11597']"
PalePurple,Female,31,"['387', '6164', '339', '795', '7193', '1698', '440', '3701', '5630', '369']"
Otaku_Shout,Male,33,"['849', '934']"
Arimias,Male,21,"['353', '31646', '1852', '283', '7311', '2828', '512']"
Kopanda,Male,31,"['387', '1524', '16', '66', '1601']"
Kdsamreuang,Male,30,"['457', '4081', '849', '227', '329', '10165', '14741', '13125', '5680', '17549']"
nedd83,Male,20,"['32615', '9617', '7791', '5680']"
-Neptune-,Female,22,"['28623', '31240', '32093', '13125', '24833', '9756', '14741', '21273', '10495', '17549']"
Firlian,Male,27,"['32', '35180', '31988', '2001', '329', '95', '5420', '820', '85', '1088']"
gabbified,Female,31,"['72', '71', '918']"
SpaceWhales,Female,24,"['37786', '879', '18229', '25835', '37208', '369', '160', '82', '4535', '12035']"
I_Love_Pikachu,Female,24,"['32995', '777', '93', '13601', '249']"
thefunkhunter,Male,37,"['121', '3701', '6774', '33', '339', '790']"
YaoiFlame9,Female,31,"['33', '269', '719', '2238', '6746']"
ximapalmtreex,Female,23,"['32901', '32995']"
thetsundereguy,Male,23,"['1689', '5081', '6956', '4224', '31798', '33091', '32281', '12477', '20541', '31646']"
KuroiKawaii,Female,19,"['232', '235', '1293', '31964', '14713']"
Taycobb,Male,25,"['34599', '5114', '2685', '6675', '23327', '17074', '4224', '874', '21843']"
Actar,Male,30,"['1887', '7645', '849', '77', '4725', '5630', '1002', '10357', '71', '209']"
6LoliMaster9,Male,17,"['38826', '38753', '31478', '36220', '34136', '37475', '14741', '28999', '36456', '37982']"
Otaku_5ama,Male,26,"['27775', '2167', '4224', '16067', '9989', '1195', '355', '10800', '5680', '28249']"
AnimeZ0id,Female,23,"['5114', '11061', '431', '1', '877', '37510', '12531', '28735']"
Dayface,Male,23,"['9253', '13125', '35120', '4282', '1575', '2001', '1535', '11061', '12115', '820']"
Tyleron,Male,23,"['38572', '20785', '22147', '23847', '32937', '38000', '23273']"
Renee96,Female,24,"['28851', '150', '777', '16742', '228', '31733', '1562', '8795', '4087', '4898']"
BakaScarlet,Male,27,"['2924', '934', '5081', '4181', '4789']"
Infatuate,Male,90,"['4181', '7311', '9253', '1852', '35839']"
michaelfeb16,Male,31,"['4181', '237', '245', '3577', '1210']"
Mr_Cherry,Male,24,"['10087', '5205', '1033', '12531', '32867', '57']"
OmegaSiets,Male,31,"['121', '2581', '9253', '1088', '1575', '73', '6336', '1818']"
Ceptryn,Male,37,"['1575', '135', '2924']"
Brii90,Female,30,"['35180', '31646', '32995', '12531', '7785', '33095', '28735', '9756']"
Fonbella,Female,30,"['9941', '121', '90', '239', '427']"
MaxwellLily,Female,31,"['1689', '2924', '5300', '849', '9941']"
RulezAPower,Male,22,"['1594', '5958', '10620', '11617', '1535', '16355', '269', '6547']"
Pahatar,Female,28,"['5114', '2150', '16498', '9756', '1535', '24833', '486', '457', '530', '11061']"
Dredgy,Male,30,"['457', '1142', '10162', '5028', '238', '28297', '36563', '36949']"
Pink_Princess,Female,29,"['3167', '10162', '387', '721', '2251']"
underMebius,Male,26,"['10884', '12431', '12189', '11111', '5081']"
detroitmetalcity,Female,26,"['28735', '1033', '322', '570', '7785', '601', '339', '440', '437', '721']"
StarDescent,Male,23,"['10087', '355', '2001', '6547', '1887']"
sodr2,Male,29,"['523', '248']"
Seishi,Male,35,"['101', '2158', '153', '226', '4224']"
Paraturtle,Male,25,"['10165', '26', '17082', '1979', '7843', '32', '885', '9756', '790', '17074']"
Mugiwara_Necoke,Male,23,"['36649', '24405', '31478', '35507', '34051', '33988', '32937', '33475', '34262']"
Aiaigasa,Male,18,"['33206', '338', '227', '37510', '1430', '6', '19815', '28851', '1470', '392']"
JokerVentura,Male,33,"['4081', '7791', '9989', '37965', '28735', '28223', '16', '205', '14813', '35857']"
MrLegitimacy,Male,26,"['2001', '31933', '1536', '1', '16774', '35330', '3270']"
ForsakenArcher,Male,31,"['338', '820', '329', '1974', '11741']"
kamirecca,Male,34,"['71', '182', '3670', '1088']"
Bones,Male,36,"['98', '1698', '150']"
misfitflower,Female,29,"['2251', '4081', '6702', '21', '7674']"
Kyoshiro_,Male,22,"['27775', '32951', '4224', '23847', '32924', '33502', '13759', '18195', '19815', '1887']"
MiRaD,Male,22,"['31240', '4181', '2167', '23273', '18195', '1530', '14289', '17895', '10495', '28171']"
ArcLeak,Male,21,"['27775', '23847']"
KumaKing,Male,26,"['3297', '7785', '35180', '22135', '30', '486', '6594', '85', '5420', '1']"
Nightmare_Eyes,Male,23,"['37991', '34599', '31043', '13125', '22535', '136', '392', '37510', '30276', '6547']"
sabrina19,Female,35,"['243', '226', '1535', '156', '2685']"
ironace,Male,20,"['2904', '1535', '23273', '10087', '13601', '5114']"
ueno_station54,Male,29,"['1210', '4181', '22135', '5081', '2001']"
Spiderman1515,Male,30,"['457', '2159', '2001', '22265', '23283']"
AnimeAluria,Female,25,['2159']
Ninjanina,Female,25,"['235', '10161', '21', '269', '9919']"
Animeanime2,Male,28,"['35062', '1887', '3092', '477', '9926', '8525', '18507', '11771', '269', '6702']"
1nonomiya,Male,19,"['10087', '16782', '32281', '36098', '13125', '32949']"
Genesisis,Male,23,"['19815', '16782', '28977', '20785', '10495', '889', '20709', '9756', '17895', '13759']"
mtazkaban,Female,41,"['957', '1914', '11135', '5784', '5835']"
Shannthunder,Female,22,"['1914', '957', '22', '249', '1887']"
RayaTheImmortal,Female,23,['957']
Jety_Lefr,Male,27,"['4224', '164', '12355', '522', '57', '10165', '3701', '66', '427', '97']"
yusuke_raz,Male,33,"['427', '4181', '1575', '2001', '32281']"
Edwardo97,Male,23,"['5114', '2921', '820', '387', '339', '122', '721', '1376', '532', '30']"
SimpleCandy,Female,27,"['4722', '1728', '22', '1482', '853']"
Aimii0,Female,22,"['2034', '1575', '934', '877', '427']"
HiGHFLYiN9,Male,38,"['239', '52', '1535', '323', '1575']"
Suzuhana,Female,31,"['164', '393', '202', '150']"
Garma,Male,26,"['877', '237', '427', '17074', '19']"
AwesomeAlfie27,Male,20,"['813', '19', '30', '9756', '820', '9253', '5114', '1', '387', '7785']"
Washi,Male,32,"['44', '467', '1', '239', '387']"
hikikomori_guy,Male,24,"['1535', '5114', '2025', '7674', '21']"
tekimeka,Male,21,"['30831', '6702', '6347', '13759', '6547']"
7jaws7,Male,33,"['477', '9756', '32281', '2966', '6547', '25835', '33352', '28851', '10087', '849']"
Koolag1,Male,42,"['617', '400', '849', '237']"
KnightessKana,Male,30,"['2167', '17074', '9253', '256', '34822', '1210', '2251', '32281', '10165', '22135']"
Darkgreen12,Female,28,"['32995', '530', '18507', '121', '1535', '5060', '32281']"
M_A,Male,30,"['1', '19', '875', '339', '820']"
Suika,Male,31,"['2321', '253', '2159', '16', '949']"
DenzRui,Male,22,"['4081', '11061', '820', '2966', '2159']"
LucilleLelant,Female,35,"['6702', '957', '123', '2923', '249']"
Shizuku-Kuroneko,Female,24,"['249', '1699', '7711', '5420', '32995', '10800', '5114', '199', '523', '1829']"
Mavis808,Female,21,"['106', '4722', '25013', '14713', '22145', '32281', '30654', '877']"
Itachi_Llianen,Male,33,"['9065', '11111', '30', '270', '226', '14741', '44']"
FallenHope,Female,24,"['957', '5835', '4898', '136', '17']"
KuroiNamida,Female,27,"['457', '1735', '20', '269', '177']"
adamantine,Female,28,"['2001', '7785', '239', '12883', '6', '10798', '21039', '22135', '957', '9941']"
ManOfDuty,Male,22,"['32182', '30276', '23755', '22199', '10793', '9919', '8407', '19759', '2025', '918']"
Kouka2201,Female,23,"['36296', '31812', '23317', '10162', '14227', '17895', '4224', '22789', '16498', '918']"
night-hawk01,Male,30,"['3784', '1575', '1']"
chiefbigcorn,Male,23,"['8086', '12445', '2025', '202', '6', '4981', '3701', '486', '477', '237']"
Carex,Male,32,"['12365', '14397', '9253', '5081', '5114']"
Relon,Male,31,"['1087', '1391', '1802', '169', '49']"
Kawaiipikachuu,Female,24,"['1535', '6', '10620', '777']"
Airenix,Male,23,"['2167', '4181', '36470', '32729', '23273', '34280', '30015', '28805', '28851', '5114']"
FRESHShaZaM,Male,26,"['1', '1535', '19', '820', '5114']"
Animorphimagi,Male,29,"['21', '11061', '5081', '14719', '31149', '12031', '30276', '25537', '2025', '10087']"
Jebus_Kreist,Male,26,"['8861', '30276', '10793']"
mateusales,Male,25,"['4224', '20', '32542', '31043', '30276', '22535', '5114']"
GregRocks,Male,31,"['30', '7662', '5205', '5682', '31240']"
jbruisten,Male,24,"['37991', '6114', '37521', '31798', '33926', '38691', '38000', '39198', '5040', '3002']"
BlackM0th,Male,28,"['16498', '164', '6', '2251', '1']"
filepile,Male,23,"['235', '19', '6', '874', '223']"
ExKeys,Male,29,"['6', '552', '966', '1412', '189']"
Timshel,Male,29,"['1689', '2251', '1', '44', '6', '11061']"
Angmir,Male,30,"['5081', '73', '67', '10087', '8769']"
3_SworD_StylE,Male,30,"['355', '71', '15', '1604', '27899']"
BartTheDrake,Male,28,"['918', '11061', '5114', '21', '72', '33255', '34612', '33486']"
benkarN,Male,21,"['32281', '23273', '2966', '11061', '31339', '30276', '18679', '777']"
AndriushaRi,Male,21,"['4181', '35180', '32281', '17074', '30', '6675', '934', '34599', '7785', '16067']"
FireEmblemIke24,Male,23,"['26', '801', '1842', '820', '11771']"
StormKraken,Male,23,"['5114', '889', '11061', '23755']"
LilGreasyKid,Male,22,"['267', '5114', '2001', '31043', '34537', '30', '33206', '32182', '7785', '6']"
Nyren,Male,24,"['23283', '4181', '5630', '9253', '14467']"
TenshiGirl94,Female,25,"['121', '5114', '11741', '2001', '150', '877', '19', '9941']"
Psycho_Sanji,Male,34,"['45', '21', '1412', '1', '6114', '85', '263', '1453', '569', '1103']"
Scrypt,Male,12,"['44', '1', '1210', '205', '263']"
Scripteladora,Female,33,"['8937', '16049', '6213', '3673', '4654', '35382', '22043', '282']"
KamisamaFairy624,Female,20,"['1562', '23755', '7054', '853', '121', '9919', '14713', '6702']"
JoseiQueen,Female,22,"['35839', '7785', '22135', '437', '9756', '2001', '7311', '853', '4181', '22145']"
blaZofgold,Male,25,"['25835', '16067', '2942', '23623', '33089', '13333', '10278', '37999', '34798', '10884']"
foxcek,Male,32,"['71', '73', '30', '539', '431']"
WolfOfMibu,Male,29,"['5114', '329', '6746', '16', '1210']"
DarkGyraen,Male,41,"['949', '165', '474', '5630', '5114']"
KillerMan91,Male,29,"['93', '1575', '2001', '3297', '21']"
Akaike,Female,38,"['790', '457', '3363', '22789', '918', '13601', '16417', '9941']"
immortalrite,Male,32,"['457', '164', '486', '1210', '387']"
jRad522,Male,30,"['392', '1690', '13125', '31933', '2076', '9756', '2164', '232', '10721', '96']"
Rootz,Male,32,"['5114', '237', '355', '1575', '9989']"
dunkan85,Male,22,"['18671', '14741', '34822', '35180', '10110', '31933', '21327', '8425', '2966', '30296']"
Madness17,Male,22,"['2001', '22535', '20583', '5114', '11981', '6211', '30276', '877', '437', '12355']"
Valkata,Male,31,"['30276', '28223', '11061', '21', '32281', '19815', '820', '31240', '9253', '12431']"
goknarlufy,Male,24,['5114']
Animxee,Female,19,"['38000', '34599', '36649', '21603', '5114', '18115', '918', '31043', '32281', '11061']"
ibellis,Male,32,"['469', '4477', '5690', '164', '389']"
LoLfestKing,Male,24,"['4181', '22535', '16870', '2167', '6547']"
CaptainSC,Female,23,"['18679', '2001', '17074', '918', '1210']"
FreakenThomas,Male,27,['2167']
Element-Sama,Male,26,"['2001', '6594', '9253', '4181', '2966', '21557', '44', '23755', '23273', '13125']"
Menicent,Male,23,"['2001', '11741', '4181', '16706', '849']"
kan-san,Male,30,"['4181', '5365', '1689', '770', '1292']"
milkblob,Male,26,"['10087', '9253', '11981', '13125']"
sayan002,Male,27,"['6114', '23273', '2904', '5114', '30276']"
Uiik,Male,34,"['2904', '1535', '1575']"
Ace9010,Male,30,"['30', '1535', '1575', '2581', '813']"
Eryx,Female,29,"['2904', '9989', '2923', '2924']"
DarkRaven120,Male,26,"['226', '1735', '5114', '11757', '21']"
woffleman,Male,25,"['5114', '1575']"
CherryInsanity,Female,20,"['37510', '11061', '440']"
Meira_Eve,Female,19,"['26243', '20507', '6702', '5114', '21', '30654', '15051']"
Berserker9701,Male,23,"['2904', '431', '5300', '4081', '455', '2001']"
metalrain_15,Male,26,"['10719', '1575', '2001', '38000', '39198', '14467', '5114', '34618', '33206', '6773']"
Zero0107,Male,90,"['22135', '239', '1210', '12883', '30', '19', '165', '10163', '33337', '18119']"
Prof_Telperion,Male,27,"['1575', '2904', '31964', '33486', '35828']"
Peach_Perfect,Female,18,"['38000', '32182', '21']"
Alcast,Male,19,"['28851', '1257', '1254', '9919', '5231', '36407']"
StrandedKing,Male,18,"['13357', '12729', '30300', '15451', '37719', '34281', '32215', '24703', '31326', '11617']"
TheShadShed,Male,18,"['38000', '28999', '31964', '9919', '24833', '13759']"
youdeli2,Male,30,"['392', '28171', '37991']"
Mattaki,Male,18,"['5114', '9253', '28851', '38524', '23273', '38000', '30484', '30654', '37779', '33486']"
akirakishitani,Female,31,"['6746', '11111']"
kraaws,Male,25,"['57', '227', '2001', '1689', '245']"
mazewaxie,Male,22,"['820', '19', '205', '5114', '14719']"
GMMPA,Male,30,"['5114', '4181', '934', '1575', '1']"
GravelsNotAFood,Male,23,"['11061', '20', '23273', '30276', '22319', '31043', '20583', '33569', '32281', '16742']"
SonDavid,Male,29,"['16498', '813', '30', '1535', '2001', '38524', '40028']"
mijnster,Female,23,"['11061', '5114', '9253', '44', '34599', '6594']"
Laigifan,Female,17,"['5114', '11061', '6045', '25013', '4181', '8425', '16498', '16009']"
Susuru,Male,20,"['11061', '28171', '16498', '1575', '23755', '38000', '31964', '23273', '5114', '9253']"
BansheeNeet,Male,22,"['227', '7791', '30', '21647', '32681', '35120', '339', '10165', '32182', '5081']"
fahad_al_rafi,Male,21,"['1535', '1575', '30694', '269', '22043', '1', '34599', '4898', '32182', '37999']"
shysaviorkun,Male,25,"['1575', '30276', '1210', '34599', '30831']"
fazacc203,Male,22,"['23273', '28957', '19']"
Laktin,Male,19,"['36259', '33489', '8074', '19815']"
Lord_Odous,Male,28,"['4181', '16067', '3297', '14719', '9756', '32526', '37435', '34599', '11061']"
MCZeroXion,Male,31,"['9253', '19', '263', '813', '240']"
GrafRozenkreuzer,Male,26,"['820', '9253', '30']"
DieOrYouWillDie,Male,25,"['9253', '10620', '1535', '30276', '6547', '11285', '21843', '5114', '777', '22729']"
AmbiguousMonster,Male,26,"['44', '5114', '11741', '32', '1', '9253', '457', '790', '28735', '1827']"
issei4,Male,27,"['12445', '6045', '18897', '21405', '14813', '23847', '23273', '24']"
Honghan1995,Male,15,"['22297', '530', '19815', '355', '10087', '235', '76', '21', '31964', '30276']"
ShinyKing,Male,21,"['237', '32979', '9756', '934', '150', '2025', '34599', '18679', '440', '339']"
kyuuri117,Male,29,"['790', '2025', '205', '2251', '9253', '889', '4981', '23273', '227', '23283']"
kingaix,Male,27,"['10793', '11757', '5114', '4181', '263']"
Darmvlinder,Male,27,"['66', '329', '4382', '849']"
piemenux,Male,41,"['202', '1689', '30484', '2130', '28171', '66']"
Mister_Irie,Male,25,"['523', '3420', '934', '66']"
MintAluka,Male,27,"['383', '1530', '21511']"
ff7highwind,Male,28,"['1889', '63', '384', '30', '66']"
chinaboat,Male,71,"['101', '227', '1', '2026', '849']"
ix1998tassos,Male,22,['19']
misha1509,Female,27,"['269', '1808']"
Mantzy,Male,39,"['9253', '1210', '240', '256', '6547']"
ChibiAnime84,Male,31,"['6802', '967', '66', '8557', '30']"
WhiteRen12,Male,29,"['2581', '6336', '7674', '66', '5177']"
triseke,Female,33,"['853', '2167', '2034', '120', '18507']"
half-breed86,Male,34,"['6880', '5958', '992', '66']"
MoonPhase,Male,30,"['30', '71', '145', '66', '343']"
leona,Female,26,"['119', '232', '1110', '4224', '3457']"
Pitrocks14,Female,22,"['1', '430', '4037']"
tesu,Female,26,"['59', '10588', '849', '10578', '3299']"
Lumi_s,Male,28,"['934', '9253', '19', '5114', '34599']"
Ryster2220,Male,27,"['66', '205', '235']"
mlmatlowe0,Male,30,"['43', '486', '339', '790', '7724']"
J22,Male,30,"['227', '889', '43', '1']"
Sku_Te,Male,46,"['23121', '35712', '10110']"
Darvus_Laan,Male,42,"['543', '6', '59', '191', '227']"
decoration_cake,Female,33,"['338', '440', '721', '427', '232']"
AuronSurmount,Male,30,"['9253', '4181', '2904', '226', '10620', '34440', '34438', '34439']"
Caleb_Marvell,Male,24,"['4224', '35247', '28851', '7311', '33352', '35849', '35839', '34798', '12431', '30831', '14741', '5341', '2034', '16067', '13759', '35851', '30296', '777', '16782']"
MoWriter,Female,29,"['6746', '2251', '861', '1013', '3901']"
Zer010,Male,35,"['1362', '392', '18679']"
jal90,Male,30,"['199', '578', '66', '1', '585', '164', '523', '457', '437', '721']"
Aishiteruze,Female,32,"['66', '1887', '2034', '61', '1535']"
Black_Jack,Male,30,"['6', '1', '199', '2251', '14719']"
Komik,Male,26,"['849', '2167', '268', '245', '15']"
Pluscano,Male,25,"['1', '205', '2001']"
yumedarling,Female,31,"['1', '232', '21', '853', '467']"
varzail,Male,24,"['6702', '17265', '2993', '11617', '11757']"
BluePink,Female,24,"['1535', '19363', '25835', '10460', '7785', '5114', '30503', '457', '33255', '31043']"
RicardosFlick,Male,25,"['2001', '7311', '4181', '43']"
Arcane587,Female,34,"['5420', '153', '5114', '199', '3167']"
Miss-Scarlett,Female,27,"['8310', '235', '853', '1', '4898']"
Mashiroo,Male,21,"['23847', '14813', '10793', '22297', '13759']"
Voltundra,Male,25,"['10721', '11979', '918', '1575', '32281']"
Jacklives,Male,27,"['5680', '9756', '23273', '30']"
snowpirate12,Male,24,"['6547', '14713']"
TIBBS4LIFE,Male,26,"['237', '10578', '9330', '8074', '10110']"
vellaire,Male,24,"['2904', '4181', '10793', '17074', '23273']"
Tasneem_Mohona,Female,26,"['283', '1375', '15227', '233', '22789']"
vytah,Male,32,"['2251', '3228', '2246', '820', '14719']"
Retro8bit,Male,38,"['232', '1453', '488', '28825', '2400', '1251', '534']"
ColdBeans,Male,29,"['2001', '5114', '9756', '1575', '3588']"
AuNaturel,Male,27,"['227', '8795', '339', '66', '226']"
GothGirl88,Female,32,['14713']
KrissCross,Male,19,"['918', '33352', '29803', '16498', '14719', '11061', '30484', '38000', '37105']"
YuzukiSanae,Female,21,"['223', '20507']"
beachman4,Male,25,"['857', '18115', '24415', '12365', '11741', '30240', '18689', '30276', '28171', '28891']"
Neryne,Female,38,"['23755', '21', '918']"
lightningsnow,Male,27,"['11757', '10793', '6702']"
ladyxzeus,Female,33,"['338', '440', '2246', '32', '530']"
graysky14,Male,33,"['2904', '15', '1887', '861', '918']"
kiddemon86,Male,28,"['1604', '1535', '6702', '68']"
ChaiRaptor,Male,27,"['164', '339', '6203', '468', '6164']"
